workerid,proliferate.condition,audio,block_order,button_pressed,correct_response,group,internal_node_id,key_press,match_sel,mismatch_sel,normed_midpoint,path,repetition,responses,rt,step,stimulus,test_part,time_elapsed,trial_index,trial_type,type,visual_target,voiced_sel,voiceless_sel,vowel,yes_side,error
24,condition1,Name,coda-onset,,no,control,0.0-24.0,83,SAME,DIFFERENT,NA,audio/filler/Name_1.wav,NA,,669.195,NA,"<div class=""big-container""><p class=""exposure-prompt"">Favor</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,136315,24,html-keyboard-response,fill_word,Favor,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-25.0,,,,,,,,,,audio/filler/Jelly_2.wav,,137970,25,audio-keyboard-response,,,,,,,
24,condition1,Jelly,coda-onset,,yes,control,0.0-26.0,83,SAME,DIFFERENT,NA,audio/filler/Jelly_2.wav,NA,,603.9,NA,"<div class=""big-container""><p class=""exposure-prompt"">Jelly</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,138575,26,html-keyboard-response,fill_word,Jelly,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-27.0,,,,,,,,,,audio/filler/Famous_1.wav,,140455,27,audio-keyboard-response,,,,,,,
24,condition1,Famous,coda-onset,,no,control,0.0-28.0,75,SAME,DIFFERENT,NA,audio/filler/Famous_1.wav,NA,,604.82,NA,"<div class=""big-container""><p class=""exposure-prompt"">Loss</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,141062,28,html-keyboard-response,fill_word,Loss,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-29.0,,,,,,,,,,audio/unambiguous_b/Benign_Penign_1_30.wav,,142919,29,audio-keyboard-response,,,,,,,
24,condition1,Benign,coda-onset,,yes,control,0.0-30.0,83,SAME,DIFFERENT,NA,audio/unambiguous_b/Benign_Penign_1_30.wav,NA,,500.725,30,"<div class=""big-container""><p class=""exposure-prompt"">Benign</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,143422,30,html-keyboard-response,crit_unamb,Benign,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-31.0,,,,,,,,,,audio/filler/Arena_1.wav,,145160,31,audio-keyboard-response,,,,,,,
24,condition1,Arena,coda-onset,,yes,control,0.0-32.0,83,SAME,DIFFERENT,NA,audio/filler/Arena_1.wav,NA,,483.795,NA,"<div class=""big-container""><p class=""exposure-prompt"">Arena</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,145645,32,html-keyboard-response,fill_word,Arena,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-33.0,,,,,,,,,,audio/unambiguous_b/Brown_Prown_1_30.wav,,147442,33,audio-keyboard-response,,,,,,,
24,condition1,Brown,coda-onset,,yes,control,0.0-34.0,83,SAME,DIFFERENT,NA,audio/unambiguous_b/Brown_Prown_1_30.wav,NA,,518.385,30,"<div class=""big-container""><p class=""exposure-prompt"">Brown</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,147962,34,html-keyboard-response,crit_unamb,Brown,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-35.0,,,,,,,,,,audio/filler/Area_1.wav,,149671,35,audio-keyboard-response,,,,,,,
24,condition1,Area,coda-onset,,no,control,0.0-36.0,75,SAME,DIFFERENT,NA,audio/filler/Area_1.wav,NA,,494.355,NA,"<div class=""big-container""><p class=""exposure-prompt"">Arrogant</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,150167,36,html-keyboard-response,fill_word,Arrogant,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-37.0,,,,,,,,,,audio/filler/Main_1.wav,,151901,37,audio-keyboard-response,,,,,,,
24,condition1,Main,coda-onset,,no,control,0.0-38.0,75,SAME,DIFFERENT,NA,audio/filler/Main_1.wav,NA,,730.37,NA,"<div class=""big-container""><p class=""exposure-prompt"">Maid</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,152633,38,html-keyboard-response,fill_word,Maid,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-39.0,,,,,,,,,,audio/filler/Venue_1.wav,,154557,39,audio-keyboard-response,,,,,,,
24,condition1,Venue,coda-onset,,no,control,0.0-40.0,75,SAME,DIFFERENT,NA,audio/filler/Venue_1.wav,NA,,694.16,NA,"<div class=""big-container""><p class=""exposure-prompt"">Vessel</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,155253,40,html-keyboard-response,fill_word,Vessel,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-41.0,,,,,,,,,,audio/unambiguous_b/Barn_Parn_1_30.wav,,156925,41,audio-keyboard-response,,,,,,,
24,condition1,Barn,coda-onset,,no,control,0.0-42.0,75,SAME,DIFFERENT,NA,audio/unambiguous_b/Barn_Parn_1_30.wav,NA,,649.845,30,"<div class=""big-container""><p class=""exposure-prompt"">Bark</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,157576,42,html-keyboard-response,crit_unamb,Bark,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-43.0,,,,,,,,,,audio/unambiguous_p/Brior_Prior_2_00.wav,,159272,43,audio-keyboard-response,,,,,,,
24,condition1,Prior,coda-onset,,yes,control,0.0-44.0,83,SAME,DIFFERENT,NA,audio/unambiguous_p/Brior_Prior_2_00.wav,NA,,614.08,0,"<div class=""big-container""><p class=""exposure-prompt"">Prior</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,159888,44,html-keyboard-response,crit_unamb,Prior,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-45.0,,,,,,,,,,audio/filler/Volume_1.wav,,161693,45,audio-keyboard-response,,,,,,,
24,condition1,Volume,coda-onset,,no,control,0.0-46.0,75,SAME,DIFFERENT,NA,audio/filler/Volume_1.wav,NA,,558.265,NA,"<div class=""big-container""><p class=""exposure-prompt"">Physical</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,162253,46,html-keyboard-response,fill_word,Physical,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-47.0,,,,,,,,,,audio/unambiguous_b/Balloon_Palloon_1_30.wav,,163976,47,audio-keyboard-response,,,,,,,
24,condition1,Balloon,coda-onset,,no,control,0.0-48.0,75,SAME,DIFFERENT,NA,audio/unambiguous_b/Balloon_Palloon_1_30.wav,NA,,976.725,30,"<div class=""big-container""><p class=""exposure-prompt"">Enlarge</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,164954,48,html-keyboard-response,crit_unamb,Enlarge,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-49.0,,,,,,,,,,audio/unambiguous_p/Bioneer_Pioneer_4_00.wav,,166792,49,audio-keyboard-response,,,,,,,
24,condition1,Pioneer,coda-onset,,no,control,0.0-50.0,75,SAME,DIFFERENT,NA,audio/unambiguous_p/Bioneer_Pioneer_4_00.wav,NA,,506.445,0,"<div class=""big-container""><p class=""exposure-prompt"">Pillow</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,167300,50,html-keyboard-response,crit_unamb,Pillow,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-51.0,,,,,,,,,,audio/unambiguous_p/Breliminary_Preliminary_2_00.wav,,169331,51,audio-keyboard-response,,,,,,,
24,condition1,Preliminary,coda-onset,,no,control,0.0-52.0,75,SAME,DIFFERENT,NA,audio/unambiguous_p/Breliminary_Preliminary_2_00.wav,NA,,547.38,0,"<div class=""big-container""><p class=""exposure-prompt"">Temple</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,169880,52,html-keyboard-response,crit_unamb,Temple,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-53.0,,,,,,,,,,audio/filler/Aware_1.wav,,171667,53,audio-keyboard-response,,,,,,,
24,condition1,Aware,coda-onset,,no,control,0.0-54.0,75,SAME,DIFFERENT,NA,audio/filler/Aware_1.wav,NA,,456.955,NA,"<div class=""big-container""><p class=""exposure-prompt"">Arrest</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,172125,54,html-keyboard-response,fill_word,Arrest,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-55.0,,,,,,,,,,audio/filler/Shell_1.wav,,173907,55,audio-keyboard-response,,,,,,,
24,condition1,Shell,coda-onset,,no,control,0.0-56.0,75,SAME,DIFFERENT,NA,audio/filler/Shell_1.wav,NA,,497.56,NA,"<div class=""big-container""><p class=""exposure-prompt"">Major</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,174406,56,html-keyboard-response,fill_word,Major,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-57.0,,,,,,,,,,audio/unambiguous_p/Barallel_Parallel_4_00.wav,,176211,57,audio-keyboard-response,,,,,,,
24,condition1,Parallel,coda-onset,,yes,control,0.0-58.0,83,SAME,DIFFERENT,NA,audio/unambiguous_p/Barallel_Parallel_4_00.wav,NA,,1054.57,0,"<div class=""big-container""><p class=""exposure-prompt"">Parallel</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,177267,58,html-keyboard-response,crit_unamb,Parallel,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-59.0,,,,,,,,,,audio/filler/Royal_1.wav,,179005,59,audio-keyboard-response,,,,,,,
24,condition1,Royal,coda-onset,,no,control,0.0-60.0,75,SAME,DIFFERENT,NA,audio/filler/Royal_1.wav,NA,,773.28,NA,"<div class=""big-container""><p class=""exposure-prompt"">Refund</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,179780,60,html-keyboard-response,fill_word,Refund,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-61.0,,,,,,,,,,audio/unambiguous_b/Burrow_Purrow_1_30.wav,,181437,61,audio-keyboard-response,,,,,,,
24,condition1,Burrow,coda-onset,,yes,control,0.0-62.0,83,SAME,DIFFERENT,NA,audio/unambiguous_b/Burrow_Purrow_1_30.wav,NA,,605.255,30,"<div class=""big-container""><p class=""exposure-prompt"">Burrow</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,182044,62,html-keyboard-response,crit_unamb,Burrow,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-63.0,,,,,,,,,,audio/filler/Hallway_1.wav,,183827,63,audio-keyboard-response,,,,,,,
24,condition1,Hallway,coda-onset,,no,control,0.0-64.0,75,SAME,DIFFERENT,NA,audio/filler/Hallway_1.wav,NA,,529.5,NA,"<div class=""big-container""><p class=""exposure-prompt"">Harvest</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,184358,64,html-keyboard-response,fill_word,Harvest,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-65.0,,,,,,,,,,audio/filler/Narrow_1.wav,,186046,65,audio-keyboard-response,,,,,,,
24,condition1,Narrow,coda-onset,,no,control,0.0-66.0,75,SAME,DIFFERENT,NA,audio/filler/Narrow_1.wav,NA,,716.77,NA,"<div class=""big-container""><p class=""exposure-prompt"">Ankle</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,186764,66,html-keyboard-response,fill_word,Ankle,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-67.0,,,,,,,,,,audio/unambiguous_b/Billion_Pillion_1_30.wav,,188455,67,audio-keyboard-response,,,,,,,
24,condition1,Billion,coda-onset,,no,control,0.0-68.0,75,SAME,DIFFERENT,NA,audio/unambiguous_b/Billion_Pillion_1_30.wav,NA,,601.625,30,"<div class=""big-container""><p class=""exposure-prompt"">Bitter</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,189058,68,html-keyboard-response,crit_unamb,Bitter,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-69.0,,,,,,,,,,audio/filler/Sewer_1.wav,,190750,69,audio-keyboard-response,,,,,,,
24,condition1,Sewer,coda-onset,,no,control,0.0-70.0,75,SAME,DIFFERENT,NA,audio/filler/Sewer_1.wav,NA,,565.285,NA,"<div class=""big-container""><p class=""exposure-prompt"">Layout</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,191317,70,html-keyboard-response,fill_word,Layout,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-71.0,,,,,,,,,,audio/unambiguous_p/Blanner_Planner_2_00.wav,,193033,71,audio-keyboard-response,,,,,,,
24,condition1,Planner,coda-onset,,yes,control,0.0-72.0,83,SAME,DIFFERENT,NA,audio/unambiguous_p/Blanner_Planner_2_00.wav,NA,,548.885,0,"<div class=""big-container""><p class=""exposure-prompt"">Planner</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,193583,72,html-keyboard-response,crit_unamb,Planner,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-73.0,,,,,,,,,,audio/filler/Rumor_1.wav,,195368,73,audio-keyboard-response,,,,,,,
24,condition1,Rumor,coda-onset,,yes,control,0.0-74.0,83,SAME,DIFFERENT,NA,audio/filler/Rumor_1.wav,NA,,599.855,NA,"<div class=""big-container""><p class=""exposure-prompt"">Rumor</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,195970,74,html-keyboard-response,fill_word,Rumor,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-75.0,,,,,,,,,,audio/filler/Enemy_1.wav,,197608,75,audio-keyboard-response,,,,,,,
24,condition1,Enemy,coda-onset,,no,control,0.0-76.0,75,SAME,DIFFERENT,NA,audio/filler/Enemy_1.wav,NA,,626.09,NA,"<div class=""big-container""><p class=""exposure-prompt"">Energy</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,198236,76,html-keyboard-response,fill_word,Energy,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-77.0,,,,,,,,,,audio/filler/Ruin_1.wav,,199966,77,audio-keyboard-response,,,,,,,
24,condition1,Ruin,coda-onset,,yes,control,0.0-78.0,83,SAME,DIFFERENT,NA,audio/filler/Ruin_1.wav,NA,,665.36,NA,"<div class=""big-container""><p class=""exposure-prompt"">Ruin</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,200633,78,html-keyboard-response,fill_word,Ruin,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-79.0,,,,,,,,,,audio/filler/Normal_2.wav,,202366,79,audio-keyboard-response,,,,,,,
24,condition1,Normal,coda-onset,,no,control,0.0-80.0,75,SAME,DIFFERENT,NA,audio/filler/Normal_2.wav,NA,,464.53,NA,"<div class=""big-container""><p class=""exposure-prompt"">Nervous</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,202832,80,html-keyboard-response,fill_word,Nervous,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-81.0,,,,,,,,,,audio/filler/Similar_1.wav,,204659,81,audio-keyboard-response,,,,,,,
24,condition1,Similar,coda-onset,,no,control,0.0-82.0,75,SAME,DIFFERENT,NA,audio/filler/Similar_1.wav,NA,,1027.285,NA,"<div class=""big-container""><p class=""exposure-prompt"">Seminar</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,205688,82,html-keyboard-response,fill_word,Seminar,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-83.0,,,,,,,,,,audio/filler/Jewel_1.wav,,207326,83,audio-keyboard-response,,,,,,,
24,condition1,Jewel,coda-onset,,no,control,0.0-84.0,75,SAME,DIFFERENT,NA,audio/filler/Jewel_1.wav,NA,,568.505,NA,"<div class=""big-container""><p class=""exposure-prompt"">Tribute</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,207896,84,html-keyboard-response,fill_word,Tribute,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-85.0,,,,,,,,,,audio/filler/Layer_1.wav,,209555,85,audio-keyboard-response,,,,,,,
24,condition1,Layer,coda-onset,,yes,control,0.0-86.0,83,SAME,DIFFERENT,NA,audio/filler/Layer_1.wav,NA,,560.17,NA,"<div class=""big-container""><p class=""exposure-prompt"">Layer</p><div class=""yes-no""><div class=""option-container""><p>SAME</p><p>Press S</p></div><div class=""option-container""><p>DIFFERENT</p><p>Press K</p></div></div></div>",exposure,210117,86,html-keyboard-response,fill_word,Layer,NA,NA,NA,LEFT,
24,condition1,,,,,,0.0-87.0,,,,,,,,,,audio/filler/Swear_1.wav,,211966,87,audio-keyboard-response,,,,,,,
